"review_order","source_row","decision_approve_edit_move_reject","native_russian_correction","english_correction","level","register_note","sensitive_content_note","reviewer_comment","russian","transliteration","english","category"
"448","1171","","","","","","","","О чём тебе напоминают эти фото?","O chyom tebe napominayut eti foto?","What do these photos remind you of?","Fluency Builder 3"
"449","1173","","","","","","","","Что вам нравится в этой работе?","Chto vam nravitsya v etoy rabote?","What do you like about this job?","Work & Daily Tasks"
"450","1179","","","","","","","","Вот заходит Джейн. Ты её знаешь?","Vot zakhodit Dzheyn. Ty eyo znaesh?","Here comes Jane. Do you know her?","Fluency Builder 3"
"451","1180","","","","","","","","Миссис Крауч, у Вас есть работа?","Missis Krauch, u Vas est rabota?","Mrs. Crouch, do you have a job?","Work & Daily Tasks"
"452","1184","","","","","","","","Ты не забыл купить собачий корм?","Ty ne zabyl kupit sobachiy korm?","Did you remember to buy dog food?","Shopping & Money"
"453","1186","","","","","","","","Верите ли вы всему, что слышите?","Verite li vy vsemu, chto slyshite?","Do you believe everything that you hear?","Thoughts, Needs & Feelings"
"454","1188","","","","","","","","Что мама с папой сегодня делали?","Chto mama s papoy segodnya delali?","What did Mom and Dad do today?","Time & Plans"
"455","1194","","","","","","","","Вы думаете, у животных есть душа?","Vy dumaete, u zhivotnykh est dusha?","Do you think animals have a soul?","Thoughts, Needs & Feelings"
"456","1195","","","","","","","","Ты не купишь мне немного шафрана?","Ty ne kupish mne nemnogo shafrana?","Will you buy for me some saffron?","Shopping & Money"
"457","1201","","","","","","","","Мы можем вернуться к этому позже?","My mozhem vernutsya k etomu pozzhe?","Can we come back to this later?","Fluency Builder 3"
"458","1204","","","","","","","","Эта рубашка есть с другим цветом?","Eta rubashka est s drugim tsvetom?","Does this shirt come in other colors?","Fluency Builder 3"
"459","1209","","","","","","","","Что означает эта буква в скобках?","Chto oznachaet eta bukva v skobkakh?","What does this letter in parentheses mean?","Fluency Builder 3"
"460","1211","","","","","","","","Вы всё ещё работаете в аэропорту?","Vy vsyo eshchyo rabotaete v aeroportu?","Do you still work at the airport?","Work & Daily Tasks"
"461","1212","","","","","","","","Что вы находите в этом красивого?","Chto vy nakhodite v etom krasivogo?","What do you find beautiful about it?","Fluency Builder 3"
"462","1213","","","","","","","","Вы слышали, что с ними случилось?","Vy slyshali, chto s nimi sluchilos?","Have you heard what happened to them?","Fluency Builder 3"
"463","1216","","","","","","","","То, что о тебе говорят, – правда?","To, chto o tebe govoryat, – pravda?","Is what they say about you true?","Fluency Builder 3"
"464","1217","","","","","","","","Ты сегодня в две смены работаешь?","Ty segodnya v dve smeny rabotaesh?","Are you working a double shift today?","Work & Daily Tasks"
"465","1218","","","","","","","","Кто будет погребён в этой могиле?","Kto budet pogrebyon v etoy mogile?","Who will be buried in this grave?","Fluency Builder 3"
"466","1219","","","","","","","","Кто научил тебя играть на пианино?","Kto nauchil tebya igrat na pianino?","Who taught you to play the piano?","Fluency Builder 3"
"467","1221","","","","","","","","Что за работу вы будете выполнять?","Chto za rabotu vy budete vypolnyat?","What kind of work will you do?","Work & Daily Tasks"
"468","1222","","","","","","","","А здесь рядом есть теннисной корт?","A zdes ryadom est tennisnoy kort?","Is there a tennis court around here?","Home & Family Life"
"469","1223","","","","","","","","Вы любите друг друга очень сильно?","Vy lyubite drug druga ochen silno?","Do you love each other very much?","Fluency Builder 3"
"470","1224","","","","","","","","Потом вас надо подбросить до дома?","Potom vas nado podbrosit do doma?","Do you need a ride home later?","Home & Family Life"
"471","1225","","","","","","","","Вы можете подойти сюда на минутку?","Vy mozhete podoyti syuda na minutku?","Can you come here for a minute?","Fluency Builder 3"
"472","1227","","","","","","","","Что заставило тебя пойти в подвал?","Chto zastavilo tebya poyti v podval?","What made you go into the basement?","Fluency Builder 3"
"473","1229","","","","","","","","Что вы выращиваете на своей ферме?","Chto vy vyrashchivaete na svoey ferme?","What do you grow on your farm?","Fluency Builder 3"
"474","1237","","","","","","","","На что ты так пристально смотришь?","Na chto ty tak pristalno smotrish?","What are you looking at so intently?","Fluency Builder 3"
"475","1240","","","","","","","","Чего это он так бесится, интересно?","Chego eto on tak besitsya, interesno?","What is he mad at, I wonder?","Fluency Builder 3"
"476","1241","","","","","","","","Что вы предпочитаете, рис или хлеб?","Chto vy predpochitaete, ris ili khleb?","Which do you prefer, rice or bread?","Fluency Builder 3"
"477","1247","","","","","","","","Собираешься ли ты купить ту машину?","Sobiraeshsya li ty kupit tu mashinu?","Do you plan to buy that car?","Shopping & Money"
"478","1248","","","","","","","","Ты будешь дома сегодня после обеда?","Ty budesh doma segodnya posle obeda?","Will you be at home this afternoon?","Home & Family Life"
"479","1263","","","","","","","","Ты сегодня вовремя пришел на работу?","Ty segodnya vovremya prishel na rabotu?","Were you on time for work today?","Work & Daily Tasks"
"480","1269","","","","","","","","Добрый день. Вы мистер Шерлок Холмс?","Dobryy den. Vy mister Sherlok Kholms?","Good day. Are you Mr. Sherlock Holmes?","Fluency Builder 3"
"481","1275","","","","","","","","У тебя есть занятия по воскресеньям?","U tebya est zanyatiya po voskresenyam?","Do you go to school on Sundays?","Fluency Builder 3"
"482","1282","","","","","","","","Ты уже закончил свою домашнюю работу?","Ty uzhe zakonchil svoyu domashnyuyu rabotu?","Have you finished doing your homework yet?","Work & Daily Tasks"
"483","1285","","","","","","","","Мы можем поговорить в другой комнате?","My mozhem pogovorit v drugoy komnate?","Can we speak in the other room?","Home & Family Life"
"484","1288","","","","","","","","Что можно увидеть на этой фотографии?","Chto mozhno uvidet na etoy fotografii?","What can be seen in this picture?","Fluency Builder 3"
"485","1291","","","","","","","","Ты уверен, что те студенты - канадцы?","Ty uveren, chto te studenty - kanadtsy?","Are you sure those students are Canadians?","Fluency Builder 3"
"486","1297","","","","","","","","Ты знала, что карпы едят головастиков?","Ty znala, chto karpy edyat golovastikov?","Did you know that carp eat tadpoles?","Travel & Transport"
"487","1304","","","","","","","","Вы поможете мне разгадать эту загадку?","Vy pomozhete mne razgadat etu zagadku?","Will you help me solve this puzzle?","Fluency Builder 3"
